ref	annotation_name	count	volumes	type	lcsh_label	lcsh_uri	match_quality	broader_terms	all_suggestions
recejJYhXicNE4KKw	Archipelago	16	2	topic	Dahlak Archipelago (Eritrea)	http://id.loc.gov/authorities/subjects/sh2005020174	bad_close		Dahlak Archipelago (Eritrea); Archipelagoes; Archipelagoes--Alaska; Archipelagoes--Argentina; Archipelagoes--Southeast Asia
rec4fOqDw0hJjK065	Donor	15	1	topic	Donor-advised funds	http://id.loc.gov/authorities/subjects/sh2006006835	bad_close	Charities--Investments → Investments → Finance → sh85040850 → sh85124003 → sh85026423 → Auxiliary sciences of history	Donor-advised funds; Castello di Donoratico (Donoratico, Italy); Donor conceived people; Artificial insemination, Human; Benefactors
rec9GcohNRY3T8qu9	Import	14	4	topic	Foreign trade regulation	http://id.loc.gov/authorities/subjects/sh85050531	bad_close	Trade regulation → sh85028940 → Law	Foreign trade regulation; Important bird areas; Import quotas; Tariff; Import credit
rec3uwLUWmYAskJBb	MI	13	1	topic	Mi-1 (Helicopter)	http://id.loc.gov/authorities/subjects/sh85084650	bad_close		Mi-1 (Helicopter); Mi-6 (Helicopter); Mi-8 (Helicopter); Mi-10 (Helicopter); Mi-14 (Helicopter)
recQFlapfZuYOQASo	Nationalization	12	1	topic	Eminent domain (International law)	http://id.loc.gov/authorities/subjects/sh85042795	bad_close		Eminent domain (International law); Land, Nationalization of; Railroads and state; Government ownership
rectmsVUYYIQToayO	Production	12	1	topic	Production and direction	http://id.loc.gov/authorities/subjects/sh00007503	bad_close		Production and direction; Floating production and system offloaders; Productivism (Art); Asiatic mode of production; Industrial capacity
recWnMoFvE8rSByAg	Survivability	11	1	topic	Combat survivability (Military engineering)	http://id.loc.gov/authorities/subjects/sh89000403	bad_close	Reliability (Engineering) → Maintainability (Engineering) → Systems engineering → sh85043176 → sh85065826 → Handicraft → Occupations	Combat survivability (Military engineering)
recaFan8wwGokMSEW	Counterintelligence	11	4	topic	Intelligence service	http://id.loc.gov/authorities/subjects/sh85067175	bad_close	Public administration	Intelligence service
recrhwaFiM6colpg2	Execution	11	1	topic	Executions in effigy	http://id.loc.gov/authorities/subjects/sh85046277	bad_close		Executions in effigy; Computer programs--Execution; Tennessee militiamen, Execution of, 1815; Executions (Administrative law); Executions (Administrative law)--Germany (West)
rec8rqhima3V9LICS	Cross-border	11	1	topic	Transnational sanctuaries (Military science)	http://id.loc.gov/authorities/subjects/sh2006006662	bad_close		Transnational sanctuaries (Military science); Border security; Cross-border shopping
recKgjgKgIR3MF7VU	Data bases	10	2	topic	Databases	http://id.loc.gov/authorities/subjects/sh86007767	bad_close		Databases; Databases; Databases
recUuLwQS446Ex327	Enhanced Radiation Weapon	10	2	topic	Neutron weapons	http://id.loc.gov/authorities/subjects/sh85091221	bad_close		Neutron weapons
rec3b4QX8ohh76TF3	Journalist	10	1	topic	Maps in journalism	http://id.loc.gov/authorities/subjects/sh88004886	bad_close		Maps in journalism; Comics journalism; Journalistic errors; Journalistic ethics; Journalistic ethics--Congresses
recspirYOa0v6nVOt	ELISA	10	1	topic	Palatul Elisabeta (Bucharest, Romania)	http://id.loc.gov/authorities/subjects/sh2007002196	bad_close		Palatul Elisabeta (Bucharest, Romania); Elisabethkapelle (Naumburger Dom); Eliza Island (Wash.); Lindheim, Elisa (Fictitious character); Michaels, Elisa (Fictitious character)
recT4bjXsa6CHJpTr	RAPP	9	1	topic	Thornton River (Va.)	http://id.loc.gov/authorities/subjects/sh2009000961	bad_close		Thornton River (Va.); Norris Bridge (Va.); Rappahannock Indians; Rappahannock River Watershed (Va.); Rappahannock River Estuary (Va.)
recZepXSZhCB1i4N7	Data	9	1	topic	Varian Data 620/i (Computer)	http://id.loc.gov/authorities/subjects/sh2009002886	bad_close		Varian Data 620/i (Computer); Metadata; Failure time data analysis; Quantitative research; Data safety monitoring boards (Medicine)
recebl4V1INuqlVGh	Dissident	8	3	topic	Traditionalist Anglican churches	http://id.loc.gov/authorities/subjects/sh86008225	bad_close	Christian sects → Sects → Religions → sh85026423 → Auxiliary sciences of history	Traditionalist Anglican churches; Dissident art; Dissenters, Artistic; Dissident arts; Dissident art--Soviet Union
recakeAztvHvxtY4X	MIG	8	2	topic	Mikoyan MFI (Jet fighter plane)	http://id.loc.gov/authorities/subjects/sh2013002394	bad_close	sh2010011204 → Fighter planes → sh85002934 → Government aircraft → sh85002782 → sh85049596 → Flight → Locomotion	Mikoyan MFI (Jet fighter plane); MiG-1 (Fighter plane); MiG-3 (Fighter plane); MiG-15 (Jet fighter plane); MiG-17 (Jet fighter plane)
receerh07ZS3xzI6L	Export	8	3	topic	Foreign trade regulation	http://id.loc.gov/authorities/subjects/sh85050531	bad_close	Trade regulation → sh85028940 → Law	Foreign trade regulation; China trade art; Offshore assembly industry; Export associations; Export associations--Law and legislation
recD05lTT61lKX9at	Fiscal	8	1	topic	Tax evasion	http://id.loc.gov/authorities/subjects/sh85132819	bad_close		Tax evasion; Fiscal Island (Brazil); Tax and expenditure limitations; Fiscal policy; Fiscal policy--Argentina
recoWwfbeXAWpeYcn	Natural hazards	8	3	topic	Hazard mitigation	http://id.loc.gov/authorities/subjects/sh2005020161	bad_close		Hazard mitigation
recTLLF5fbKMAJTYL	TOW	8	1	topic	Towada-Hachimantai Kokuritsu Kōen (Japan)	http://id.loc.gov/authorities/subjects/sh85136284	bad_close		Towada-Hachimantai Kokuritsu Kōen (Japan); Towada Lake (Japan); Towing; Tawakoni Indians; Jemez language
recQJgxXbB2a4RsHo	Consortium	8	1	topic	Bank consortia	http://id.loc.gov/authorities/subjects/sh00009290	bad_close		Bank consortia; Roll-over credits; Syndicates (Finance); Consortia
recPzhKrgmOsdzocC	Consulate	8	2	topic	France--History--Consulate and First Empire, 1799-1815	http://id.loc.gov/authorities/subjects/sh85051395	bad_close		France--History--Consulate and First Empire, 1799-1815; Henry P. Davison House (New York, N.Y.); Diplomatic and consular service
recmfcinSDrMZ1ErC	Decline	8	1	topic	Drooping trillium	http://id.loc.gov/authorities/subjects/sh2016000766	bad_close		Drooping trillium; Regression (Civilization); Red spruce decline; Citrus tristeza disease; Amphibian declines
recvEMJ8RBOpo384s	Perestroyka	7	2	topic	Perestroĭka	http://id.loc.gov/authorities/subjects/sh89001101	bad_close	Soviet Union--Economic policy--1986-1991	Perestroĭka
recgOgMaD8zVpPNiC	Commodity	7	1	topic	Commodity-backed bonds	http://id.loc.gov/authorities/subjects/sh89002579	bad_close	Inflation-indexed bonds → Bonds → Securities → sh85067715 → Finance → sh85040850 → sh85124003 → sh85026423 → Auxiliary sciences of history	Commodity-backed bonds; Marketing boards; Commodity control; Commodity dollar; Commodity exchanges
recHzwr3K7sNSBY9R	Industrialized nations	7	2	topic	Developed countries	http://id.loc.gov/authorities/subjects/sh2001000124	bad_close		Developed countries
recdePus5H4DpFYc9	Arms	7	1	topic	Military assistance	http://id.loc.gov/authorities/subjects/sh85085144	bad_close		Military assistance; Arm; Armor, Ancient; Weapons, Ancient; Armor in art
rec6GxlU9vEHlQkmv	Border dispute	7	2	topic	Boundary disputes	http://id.loc.gov/authorities/subjects/sh85016094	bad_close		Boundary disputes
recRAvRT7ZvyjvRU2	Railroad	7	1	topic	Railroads--Claim departments	http://id.loc.gov/authorities/subjects/sh85110931	bad_close		Railroads--Claim departments; Railroad accidents--Investigation; Railroad accidents; Railroad accidents--India--Case studies; Railroad accidents in literature
recGBNKZ8zgNDCCVL	Intelligentsia	7	1	topic	Intellectuals	http://id.loc.gov/authorities/subjects/sh85067169	bad_close		Intellectuals
rec5Yy9hoP1ve9DPX	Atmospheric	7	1	topic	Solar radiation	http://id.loc.gov/authorities/subjects/sh85124537	bad_close		Solar radiation; Atmospheric aerosols; Atmospheric attenuation; Boundary layer (Meteorology); Space vehicles--Atmospheric braking
recJId6QLVQtTOOTG	Migrant	6	1	topic	Migrant agricultural laborers	http://id.loc.gov/authorities/subjects/sh85085065	bad_close	Agricultural laborers → sh87002489 → sh85100163	Migrant agricultural laborers; Migrant agricultural laborers--California; Migrant agricultural laborers--Fiction; Filipino American migrant agricultural laborers; Migrant agricultural laborers--Housing
recXGzhl9RQ0weNtO	Nuclear-free zone	6	3	topic	Nuclear-weapon-free zones	http://id.loc.gov/authorities/subjects/sh85093125	bad_close	sh85092943 → sh85007351 → Security, International → International relations	Nuclear-weapon-free zones
recEVFXYwuxT838vO	SR-71	6	1	topic	SR-71 Blackbird (Jet reconnaissance plane)	http://id.loc.gov/authorities/subjects/sh85127117	bad_close	sh85070169 → sh85002934 → Government aircraft → sh85002782 → sh85049596 → Flight → Locomotion	SR-71 Blackbird (Jet reconnaissance plane)
recRywIrZWsI9yUJ7	Helicopter	6	2	topic	Helicopters--Accidents	http://id.loc.gov/authorities/subjects/sh2007010556	bad_close		Helicopters--Accidents; Helicopter ambulances; Amphibious assault ships; Automatic pilot (Helicopters); Helicopter money (Monetary policy)
recd11nGoK326lcmS	Oils	6	1	topic	Oils and fats	http://id.loc.gov/authorities/subjects/sh85094407	bad_close		Oils and fats; Oils and fats--Analysis; Oils and fats--Biotechnology; Oils and fats--Biotechnology--Congresses; Oils and fats, Edible
recRS4Fh2wkyRhAa5	Sunni	6	1	topic	Sunniland Formation (Fla.)	http://id.loc.gov/authorities/subjects/sh87002273	bad_close		Sunniland Formation (Fla.); Sunnites; Sunningdale Village Hall (Sunningdale, England); Sunnites in literature; Sunnites--Relations
recvabcT1yIMTGWuZ	Air corridor	6	2	topic	Airways	http://id.loc.gov/authorities/subjects/sh85003003	bad_close		Airways
rectswnul2C5uzE9Y	Non-alignment	6	2	topic	Nonalignment	http://id.loc.gov/authorities/subjects/sh85092233	bad_close		Nonalignment
recMUnjFFCJDg31jy	Investment	6	1	topic	Social security individual investment accounts	http://id.loc.gov/authorities/subjects/sh2005001770	bad_close		Social security individual investment accounts; Investment advisors; Investment advisor-client relationships; African American investment advisors; Investment advisors--Legal status, laws, etc.--United States
rec4OWiSWxSCdN0Hd	Cod	6	1	topic	Coda (Music)	http://id.loc.gov/authorities/subjects/sh87002776	bad_close		Coda (Music); Codat (Information retrieval system); Cape Cod (Mass.); Codding family; Cordell family
recqUKrtphOhMgLXC	UVB	6	1	topic	Uvwie (African people)	http://id.loc.gov/authorities/subjects/sh2023000464	bad_close		Uvwie (African people); Uvbie language
recozOKDL3hzRM0mM	Détente	5	2	topic	Detente	http://id.loc.gov/authorities/subjects/sh85037292	bad_close	World politics → sh85104440 → Social sciences → sh85026423 → Auxiliary sciences of history	Detente; Detente--Congresses
recAGfEAY7QRgUk1G	Non-aligned nations	5	1	topic	Nonalignment	http://id.loc.gov/authorities/subjects/sh85092233	bad_close		Nonalignment
recWFe7yioiL0h10x	Satellite	5	3	topic	Artificial satellites--Apparent position calculators	http://id.loc.gov/authorities/subjects/sh85008205	bad_close		Artificial satellites--Apparent position calculators; Satellites--Atmospheres; Artificial satellites--Attitude control systems; Satellite cells; Satellite Channel (B.C.)
recs9NBUS26iPr19Q	Personal computers	5	2	topic	Microcomputers	http://id.loc.gov/authorities/subjects/sh85084804	bad_close		Microcomputers
recNK3sc8DGxVC02u	Public sector	5	3	topic	Business anthropology	http://id.loc.gov/authorities/subjects/sh92001220	bad_close		Business anthropology; Public folklore; Public administration; Government marketing
recZobsyHhwdJPklD	Occupied territory	5	1	topic	Military occupation	http://id.loc.gov/authorities/subjects/sh85085246	bad_close		Military occupation
recIMvblVMopWEA1k	Anti-Semitic	4	2	topic	Antisemitic literature	http://id.loc.gov/authorities/subjects/sh2019002541	bad_close	sh85077507 → Philology	Antisemitic literature
recFUxKQXnfXXOdPs	Death penalty	4	2	topic	Capital punishment	http://id.loc.gov/authorities/subjects/sh85019949	bad_close	Punishment → Corrections → Criminal justice, Administration of → Justice, Administration of → Law	Capital punishment
recCP2IC3LozXMzXn	Surveillance	4	3	topic	Animal health surveillance	http://id.loc.gov/authorities/subjects/sh2022004495	bad_close	Wildlife conservation → Nature conservation → sh85031255 → Environmental protection → Environmental sciences → sh85118553	Animal health surveillance; Border patrols; Coastal surveillance; Surveillance detection; Electronic surveillance
recplIrEc8UhcMXdm	Quota	4	1	topic	Contentnea Creek (N.C.)	http://id.loc.gov/authorities/subjects/sh00000787	bad_close	Rivers--North Carolina	Contentnea Creek (N.C.); Individual fishing quotas; Reverse discrimination in employment; Sales quotas; Quotation
rechKwzjEmjLm6ndy	Air route	4	1	topic	Airways	http://id.loc.gov/authorities/subjects/sh85003003	bad_close		Airways
rec7dLRZqbJ4tDH48	IV	4	1	topic	Ivabradine	http://id.loc.gov/authorities/subjects/sh2004007525	bad_close		Ivabradine; Ivalo River (Finland); Ivaldi family; Ivalo River Watershed (Finland); Duvakin, Ivan (Fictitious character)
recIgd5o9TkrtRu4S	SOFO	4	1	topic	Sofonov family	http://id.loc.gov/authorities/subjects/sh2012000253	bad_close		Sofonov family; Sofosbuvir
reccWlk0Umrr1N5Gp	Investigation	4	1	topic	Hutton Inquiry, Great Britain, 2003-2004	http://id.loc.gov/authorities/subjects/sh2004007589	bad_close		Hutton Inquiry, Great Britain, 2003-2004; Accidents--Investigation; Investigations; Governmental investigations; Investigations--Handbooks, manuals, etc.
receKRNx87Ug7K5bW	Pravda	4	1	topic	Pravda (The Slavic word)	http://id.loc.gov/authorities/subjects/sh85106111	bad_close		Hrad Pravda (Czech Republic); Pravda (The Slavic word)
recWpOYNUONIWKYCh	Explosion	4	1	topic	Pyrophone	http://id.loc.gov/authorities/subjects/sh85109354	bad_close		Pyrophone; Explosion, [date]; Blast injuries; Explosion insurance; Blast effect
recHjbB9I2rxR2aku	Notification	4	1	topic	Notification (International relations)	http://id.loc.gov/authorities/subjects/sh85092807	bad_close		Notification (International relations); Death notification
recwCJKUNlNbGDoDy	Judiciary	4	1	topic	Thurgood Marshall Federal Judiciary Building (Washington, D.C.)	http://id.loc.gov/authorities/subjects/sh93002779	bad_close		Thurgood Marshall Federal Judiciary Building (Washington, D.C.); Judiciary Square (Washington, D.C.); Courts; Judicial power
reci0GubnZFV3spJe	Infant	3	2	topic	Infantado, Dukes of the	http://id.loc.gov/authorities/subjects/sh2011003316	bad_close	Nobility--Spain	Infantado, Dukes of the; Palacio de Quintana (Madrid, Spain); Infant analysis; Father and infant; Mother and infant
recLVNRPFsjSN7TW4	Contingency plan	3	1	topic	Electronic data processing--Backup processing alternatives	http://id.loc.gov/authorities/subjects/sh89004334	bad_close	Data protection → sh85042288 → Computers → Computer systems	Electronic data processing--Backup processing alternatives
recEqZWVFE6YzE5rK	Defector	3	2	topic	Defectors	http://id.loc.gov/authorities/subjects/sh85036419	bad_close	sh85112309 → Refugees → sh85100163	Defectors; Defectors--Fiction; Defectors--Soviet Union--Biography; Defectors--Vietnam
